id,sentiment
"1693_7",0.866406
"10886_1",0.021853
"9406_8",0.717901
"10376_10",0.368615
"9902_1",0.144638
"9938_8",0.418093
"7080_9",0.706595
"11944_8",0.649554
"5249_1",0.059362
"9599_2",0.252068
"9620_1",0.249043
"11244_1",0.108121
"6841_10",0.914946
"10050_4",0.701533
"10512_9",0.870365
"11327_3",0.051452
"10681_8",0.843861
"808_3",0.415177
"546_7",0.932358
"10765_1",0.023418
"7189_9",0.568915
"6005_9",0.796414
"11915_9",0.748110
"5740_10",0.750678
"7097_10",0.384184
"9573_10",0.607610
"5084_4",0.469521
"12332_7",0.561989
"8154_1",0.099319
"5610_1",0.257058
"5323_9",0.723143
"11034_8",0.725916
"3977_2",0.261226
"12380_7",0.273817
"1737_8",0.554911
"6030_9",0.721890
"5918_7",0.865949
"7061_9",0.650332
"266_8",0.871386
"1375_10",0.857212
"8648_3",0.053552
"10146_10",0.904107
"4578_10",0.762558
"4685_8",0.807328
"11843_9",0.702698
"5467_10",0.919900
"10140_10",0.820894
"7721_8",0.878703
"11208_10",0.366557
"1063_10",0.802751
"8260_10",0.575479
"3182_9",0.823278
"2797_8",0.795155
"7613_2",0.842372
"11624_4",0.173638
"4847_10",0.900201
"10684_7",0.560731
"6312_1",0.471615
"4925_3",0.096871
"4125_1",0.032723
"2394_10",0.967813
"12105_10",0.789843
"7812_1",0.048386
"1061_8",0.792170
"9343_3",0.525581
"7696_10",0.946479
"9355_10",0.965069
"782_9",0.920322
"9882_10",0.953659
"10642_10",0.781040
"7410_2",0.127699
"9591_4",0.105330
"11902_3",0.244740
"3495_7",0.285551
"6733_1",0.040298
"4552_1",0.008969
"6722_1",0.171420
"188_10",0.803697
"5099_10",0.867949
"10313_1",0.186472
"6756_9",0.752115
"6622_2",0.059100
"4807_10",0.953040
"7173_3",0.283590
"11321_8",0.674476
"7909_9",0.368917
"8012_7",0.173917
"8615_4",0.160322
"8117_10",0.805697
"1892_10",0.744958
"4617_1",0.204184
"1893_8",0.792969
"5435_1",0.070336
"162_3",0.162417
"6516_10",0.907631
"11588_7",0.785855
"2006_1",0.142258
"1594_4",0.268977
"1472_1",0.027772
"3647_1",0.360748
"174_7",0.748237
"5539_7",0.136087
"3384_10",0.975614
"3811_4",0.483286
"4079_8",0.459321
"1179_7",0.526381
"3069_9",0.947718
"3769_8",0.707045
"9247_10",0.722188
"10434_1",0.071162
"1147_10",0.898480
"5344_7",0.811650
"8073_10",0.780592
"7833_3",0.097505
"8370_1",0.073482
"9007_8",0.391145
"6624_7",0.432204
"6683_3",0.216433
"12275_7",0.629461
"11927_8",0.833531
"1560_10",0.903217
"1325_9",0.527263
"3548_8",0.319305
"607_1",0.033751
"6702_7",0.603738
"5702_3",0.072304
"11345_8",0.865172
"3428_4",0.363101
"7209_9",0.967264
"8425_8",0.855465
"3087_1",0.247562
"1119_8",0.627561
"5715_3",0.443997
"8645_1",0.167146
"2149_3",0.044636
"10403_10",0.680428
"5628_1",0.198392
"5570_10",0.885334
"1613_3",0.171657
"1454_4",0.751609
"5094_3",0.210053
"7982_1",0.266988
"6894_2",0.549578
"6554_1",0.228137
"4721_3",0.325608
"6904_4",0.169754
"893_8",0.912775
"4605_4",0.502896
"11516_7",0.635363
"11718_7",0.927703
"5956_1",0.024610
"7455_9",0.674615
"6396_4",0.659239
"1223_8",0.792569
"8556_1",0.268132
"6108_8",0.661527
"11690_1",0.040126
"3778_9",0.575377
"3627_4",0.472137
"8256_4",0.435514
"533_1",0.049976
"5235_4",0.035302
"621_2",0.442954
"5365_1",0.359425
"8180_3",0.507857
"7396_7",0.277882
"9776_10",0.857824
"8175_10",0.906038
"3128_1",0.207292
"4606_1",0.415417
"6158_2",0.122899
"3281_10",0.612169
"4723_4",0.156549
"11994_3",0.271763
"7701_1",0.008550
"103_3",0.301642
"8908_10",0.827088
"8876_1",0.086927
"7519_9",0.793607
"12456_8",0.519705
"9514_8",0.751198
"8680_8",0.438873
"12402_10",0.656734
"362_2",0.302944
"9825_7",0.620562
"2913_3",0.598067
"7164_8",0.839029
"11177_7",0.626970
"5707_10",0.872651
"8103_10",0.802952
"6289_1",0.018417
"11754_1",0.440949
"11640_10",0.632177
"9933_7",0.575030
"185_10",0.814822
"242_10",0.915243
"9369_8",0.783417
"7453_10",0.630864
"7514_7",0.346613
"10860_2",0.167425
"8663_8",0.677863
"9108_1",0.122309
"7941_1",0.204330
"10116_1",0.013947
"9841_4",0.277858
"4512_9",0.856409
"4853_2",0.341553
"2664_4",0.527721
"9966_10",0.880674
"5167_2",0.235315
"3894_2",0.040535
"3929_8",0.664034
"7165_10",0.744115
"5451_8",0.731715
"2947_4",0.651343
"4611_10",0.790001
"5807_1",0.210328
"9464_8",0.803510
"3124_10",0.837227
"2705_4",0.714317
"12187_8",0.885848
"12319_10",0.761829
"9874_3",0.267701
"3406_4",0.424802
"2327_10",0.902587
"605_10",0.865798
"8080_4",0.269342
"3074_10",0.920992
"2499_3",0.211840
"1013_1",0.502544
"11535_1",0.057889
"4118_7",0.672853
"10492_8",0.856002
"2129_4",0.239779
"9814_10",0.429812
"10671_9",0.655611
"5980_10",0.899953
"2755_2",0.436382
"5461_2",0.346134
"11979_1",0.167418
"8810_1",0.062594
"852_7",0.828131
"10961_4",0.095074
"7436_4",0.489836
"11281_3",0.530648
"4208_3",0.207258
"8213_10",0.582109
"9851_2",0.364162
"4713_7",0.722446
"9528_1",0.880639
"3595_10",0.933068
"5785_3",0.535943
"10370_3",0.114216
"1980_3",0.483451
"8800_4",0.489501
"4437_3",0.255584
"28_3",0.436383
"12171_1",0.460506
"9359_3",0.323397
"3831_9",0.970942
"10962_7",0.909275
"1500_9",0.574195
"11470_10",0.787552
"11843_3",0.140305
"11200_4",0.622631
"1067_1",0.041457
"3333_1",0.092243
"4487_4",0.745681
"6428_1",0.083312
"575_7",0.122334
"10904_9",0.736214
"11821_2",0.377975
"11605_1",0.091119
"1111_7",0.738701
"10295_1",0.479425
"1146_4",0.049301
"2405_9",0.368444
"11081_10",0.658399
"2201_10",0.935877
"4844_1",0.138543
"11007_8",0.767790
"6535_7",0.623261
"2653_4",0.124337
"8245_10",0.792743
"9951_8",0.818001
"6133_8",0.277109
"10006_2",0.050254
"7350_1",0.492441
"4509_9",0.901147
"948_1",0.036583
"3987_1",0.246201
"2947_10",0.225039
"6041_3",0.016221
"2946_1",0.230412
"11967_4",0.094629
"1185_10",0.925083
"10323_2",0.632714
"11706_2",0.014387
"3663_1",0.175019
"5602_10",0.915951
"4870_10",0.659735
"1994_1",0.154184
"10807_7",0.831697
"6871_3",0.862892
"1175_2",0.089677
"10919_7",0.853584
"8127_10",0.732397
"12497_4",0.374045
"3274_1",0.546993
"2568_3",0.307169
"840_2",0.052003
"5626_10",0.953400
"7561_10",0.897137
"4600_3",0.277886
"3324_9",0.516608
"8899_7",0.822665
"5592_8",0.686761
"12483_4",0.068613
"7874_1",0.018066
"5878_10",0.865878
"4303_9",0.551894
"9421_1",0.250281
"10269_4",0.432979
"10615_2",0.222838
"2634_10",0.900013
"7522_1",0.091726
"9289_10",0.639497
"4636_10",0.552261
"1241_7",0.337525
"9458_9",0.674611
"11690_10",0.929461
"7176_4",0.411767
"6212_10",0.791459
"6319_1",0.194119
"5229_3",0.334782
"466_9",0.947754
"8693_2",0.361524
"2952_10",0.832982
"1128_1",0.048540
"3975_10",0.636030
"11365_10",0.816981
"2074_9",0.851227
"9768_10",0.927507
"4895_1",0.260760
"5726_10",0.899428
"9993_10",0.871291
"11319_2",0.482900
"10561_2",0.375161
"5455_8",0.838937
"10684_3",0.247990
"3652_3",0.226569
"7825_1",0.116133
"8806_1",0.196809
"275_10",0.816828
"2246_1",0.100633
"11968_2",0.026817
"2528_1",0.529970
"8491_8",0.578214
"13_1",0.611804
"4530_8",0.659883
"5207_3",0.152128
"11648_10",0.757145
"8260_1",0.410191
"10730_10",0.747950
"10402_3",0.418035
"8077_1",0.047852
"8598_8",0.723061
"2809_3",0.055852
"12490_10",0.871771
"1447_9",0.864767
"1605_3",0.381961
"2311_4",0.058267
"3235_9",0.678935
"5725_10",0.751160
"9025_10",0.885967
"6049_9",0.657355
"4803_10",0.963381
"191_9",0.961217
"420_3",0.484649
"5238_2",0.035030
"1280_9",0.887680
"9408_4",0.218283
"819_1",0.011772
"1656_4",0.171685
"9964_3",0.240129
"10404_4",0.623231
"12369_10",0.757564
"6423_1",0.207411
"9942_8",0.437970
"1519_1",0.229891
"100_10",0.885592
"3216_10",0.710898
"3909_10",0.662134
"5034_7",0.939928
"14_8",0.916393
"5891_3",0.110256
"8496_10",0.968414
"7429_1",0.111231
"9457_1",0.228986
"9602_8",0.787437
"4198_1",0.103260
"154_2",0.370826
"5070_2",0.168430
"4207_8",0.632710
"7758_8",0.753264
"4439_9",0.881659
"12042_1",0.039920
"7244_1",0.042892
"6854_1",0.233028
"11932_10",0.780527
"4151_10",0.812159
"7265_1",0.118577
"10272_7",0.946022
"4256_4",0.251472
"1225_7",0.708474
"956_10",0.898255
"6389_2",0.178454
"1365_4",0.203169
"4752_7",0.684321
"276_10",0.936916
"8766_9",0.508173
"11225_10",0.819788
"6920_1",0.062689
"11536_1",0.020970
"1923_9",0.827765
"11460_10",0.623058
"10054_7",0.753191
"10845_1",0.023676
"10231_4",0.437281
"9430_8",0.699951
"3226_2",0.101303
"4298_3",0.186484
"10635_4",0.337696
"10567_4",0.111579
"5460_10",0.838194
"7310_7",0.652552
"10330_2",0.023115
"5151_9",0.865304
"11_3",0.712484
"1448_8",0.532475
"10130_8",0.869065
"2199_3",0.085546
"1761_10",0.833236
"2782_1",0.034061
"7618_10",0.906299
"85_10",0.795936
"5730_3",0.230770
"3641_1",0.435864
"8190_9",0.945753
"9533_10",0.959649
"9508_1",0.075773
"237_8",0.941130
"3981_7",0.514914
"7194_9",0.730145
"10584_8",0.479355
"248_2",0.033994
"8358_4",0.081388
"1218_1",0.021061
"4191_10",0.191382
"3090_8",0.758047
"11923_2",0.204027
"1640_8",0.748903
"9972_3",0.235595
"11818_4",0.480433
"4350_10",0.872025
"877_10",0.360366
"10017_8",0.782227
"7975_10",0.882794
"8436_1",0.169981
"6024_7",0.578778
"3112_1",0.131912
"951_10",0.859165
"1622_1",0.047467
"191_3",0.341963
"5669_1",0.073636
"1891_4",0.250410
"12173_9",0.629515
"7887_7",0.712302
"3256_10",0.288366
"5419_1",0.037596
"7635_1",0.131143
"8297_2",0.213423
"7137_8",0.622755
"7562_3",0.399164
"9944_1",0.034612
"4288_1",0.015191
"8087_1",0.417692
"4771_10",0.720329
"10482_10",0.654064
"5324_10",0.946781
"3080_1",0.188846
"10923_7",0.839213
"1753_7",0.812153
"317_10",0.832684
"12474_8",0.574130
"773_8",0.875981
"388_1",0.409800
"12141_2",0.357034
"5667_1",0.527961
"1071_9",0.890139
"2897_10",0.825333
"9481_4",0.598012
"12025_1",0.037247
"8879_7",0.426709
"5683_1",0.154773
"7026_1",0.094341
"2439_1",0.335654
"3631_7",0.738164
"1650_9",0.539659
"5378_7",0.881720
"9745_1",0.013829
"11563_8",0.681209
"299_8",0.885257
"9471_2",0.395820
"1866_1",0.147431
"2639_4",0.352591
"5122_1",0.161124
"12341_7",0.415686
"2936_8",0.818941
"8647_10",0.556079
"4255_9",0.815815
"7262_8",0.384898
"8413_10",0.623990
"10080_1",0.164841
"3973_1",0.415440
"8752_9",0.928980
"4018_2",0.205173
"7669_1",0.131853
"10421_4",0.272629
"7854_8",0.856958
"162_8",0.366214
"11614_9",0.759301
"11343_8",0.924381
"1708_7",0.323405
"7115_4",0.539908
"10498_10",0.414571
"2944_8",0.844754
"10474_3",0.292552
"1263_1",0.122063
"1693_4",0.632542
"9600_9",0.517312
"11173_2",0.350399
"3961_2",0.309445
"8011_1",0.285718
"7386_8",0.605697
"8787_8",0.689661
"12349_9",0.730546
"1776_4",0.227760
"5885_4",0.687932
"220_4",0.184605
"5547_8",0.817804
"2853_1",0.173596
"2157_2",0.206124
"11667_2",0.353366
"194_7",0.842257
"1633_1",0.045271
"6897_2",0.176140
"11568_2",0.143053
"9219_1",0.228662
"477_8",0.787830
"8980_3",0.714712
"4612_10",0.460561
"8030_10",0.931118
"1846_8",0.987674
"2786_8",0.743053
"2634_1",0.086891
"3110_8",0.823060
"11587_8",0.719978
"11262_8",0.695460
"5680_7",0.329340
"4583_4",0.366157
"1451_1",0.058203
"4244_4",0.061238
"6176_4",0.077055
"8851_10",0.841923
"908_9",0.881657
"7494_9",0.507086
"8061_3",0.187935
"789_1",0.379385
"2374_7",0.666723
"11225_3",0.054559
"4467_4",0.098903
"8516_10",0.346721
"4121_10",0.810817
"10267_7",0.549588
"6040_8",0.674308
"8338_7",0.759857
"2903_7",0.926232
"6662_9",0.875799
"5333_10",0.824747
"7470_4",0.139418
"8813_1",0.134074
"4514_3",0.758399
"9584_7",0.258579
"11706_8",0.891812
"11538_8",0.741754
"4210_1",0.009125
"8984_1",0.034919
"3431_4",0.082219
"4973_10",0.894406
"12260_1",0.066910
"4267_10",0.880384
"9906_9",0.910174
"670_7",0.801526
"6270_3",0.063709
"5164_4",0.207480
"9741_2",0.204046
"3761_8",0.499810
"2651_2",0.236229
"7448_10",0.801458
"7184_9",0.883296
"1313_9",0.742709
"10654_8",0.881038
"7151_1",0.048274
"2320_10",0.647003
"12033_7",0.377464
"6429_1",0.029905
"1420_4",0.680700
"3002_7",0.512672
"1299_1",0.108285
"7897_9",0.846443
"1529_4",0.131143
"9760_2",0.218979
"11318_1",0.071015
"2217_3",0.253518
"11641_2",0.173622
"7238_10",0.866122
"7710_8",0.795425
"12011_8",0.737245
"4495_7",0.900359
"11144_4",0.459176
"5625_2",0.144991
"2926_7",0.400923
"8538_8",0.752908
"8875_10",0.666781
"10881_10",0.916200
"1662_7",0.772642
"4560_9",0.627019
"6714_4",0.191496
"9059_10",0.850718
"6631_10",0.776744
"8520_1",0.039707
"918_4",0.522385
"3102_10",0.787557
"3611_2",0.116389
"8434_10",0.843533
"681_7",0.903671
"7386_4",0.061935
"7566_9",0.320889
"10110_10",0.775308
"10486_10",0.889864
"1492_3",0.387520
"11823_1",0.083346
"2331_9",0.817482
"2200_2",0.159314
"9547_1",0.069920
"785_2",0.050408
"5101_4",0.311679
"5657_10",0.598201
"6902_7",0.599322
"1490_9",0.638227
"7148_9",0.842560
"7387_8",0.603606
"8277_9",0.844860
"6912_7",0.850658
"170_2",0.802402
"7702_10",0.929201
"4393_3",0.063987
"2608_3",0.737615
"4931_8",0.884865
"10589_10",0.822793
"8623_4",0.119096
"6057_2",0.138174
"2704_9",0.943452
"1790_2",0.385400
"12370_1",0.011379
"159_1",0.044459
"343_9",0.970566
"2128_9",0.883335
"11181_8",0.796792
"11775_10",0.788070
"3514_10",0.623780
"6993_2",0.077613
"2866_9",0.474339
"1000_9",0.900998
"11772_7",0.630428
"3355_9",0.223821
"8519_8",0.565505
"7879_3",0.285453
"4332_10",0.697617
"5403_1",0.069991
"1514_7",0.258643
"7904_1",0.075131
"10550_2",0.422419
"11442_10",0.794074
"2821_3",0.140384
"5766_1",0.013130
"8061_9",0.884613
"2166_1",0.065866
"6206_1",0.175542
"11124_2",0.137198
"7625_10",0.743447
"90_9",0.703105
"7959_10",0.754507
"7029_10",0.784508
"779_8",0.953776
"1101_4",0.149871
"11189_4",0.112524
"9790_4",0.108718
"10861_1",0.166181
"5902_2",0.200367
"9545_10",0.514098
"3730_1",0.010103
"4951_9",0.650600
"3295_1",0.189278
"9495_2",0.446588
"2876_1",0.613594
"2796_1",0.092729
"10338_3",0.296158
"10913_7",0.403639
"4685_2",0.026574
"11586_1",0.234487
"4904_7",0.545272
"7110_7",0.567606
"2086_4",0.463594
"7372_7",0.707431
"135_9",0.811182
"7038_3",0.408529
"1119_2",0.094544
"5057_8",0.577034
"3479_10",0.954191
"6489_8",0.909690
"4910_8",0.848441
"5979_10",0.664173
"11304_1",0.127416
"2102_9",0.916608
"8048_1",0.101629
"12153_7",0.688746
"4832_8",0.771926
"3079_9",0.863368
"8254_2",0.105340
"7981_7",0.839109
"611_1",0.578867
"307_10",0.603792
"8861_3",0.074724
"4635_4",0.630928
"6197_7",0.779484
"6739_3",0.236222
"8588_9",0.811177
"8461_7",0.513299
"10089_1",0.265975
"2609_7",0.651564
"1418_3",0.435156
"2661_10",0.779327
"1253_9",0.764522
"8815_9",0.582134
"9867_8",0.870477
"2155_1",0.149958
"12259_4",0.189786
"11224_3",0.555869
"4781_1",0.057237
"4354_9",0.936270
"9629_9",0.745753
"3629_9",0.935092
"6445_10",0.939960
"9526_10",0.872196
"5138_2",0.062515
"349_10",0.857445
"2099_7",0.593338
"4411_1",0.542779
"8127_3",0.098618
"5225_8",0.678732
"7970_3",0.124276
"5688_7",0.535270
"12099_3",0.271566
"6020_4",0.354523
"3892_8",0.808221
"2098_8",0.827443
"4851_7",0.829030
"10967_10",0.563221
"6230_4",0.480619
"2211_2",0.074094
"11978_10",0.745901
"8802_1",0.091444
"11010_3",0.060102
"10083_2",0.336766
"5588_10",0.414157
"958_10",0.685417
"6771_4",0.471739
"6767_9",0.783550
"7302_10",0.862070
"5324_3",0.066254
"7737_10",0.952366
"8603_10",0.724908
"3029_7",0.847406
"8640_2",0.042977
"2139_1",0.022458
"6305_10",0.897830
"6884_7",0.823644
"5534_8",0.587537
"7619_8",0.904894
"10057_8",0.653647
"972_7",0.813679
"6245_8",0.702907
"6627_7",0.878598
"3621_10",0.392903
"2290_4",0.608819
"24_4",0.421437
"5689_1",0.019721
"6497_4",0.269691
"12405_4",0.667785
"11720_7",0.840263
"10088_1",0.055062
"9258_9",0.944678
"354_4",0.743568
"4770_10",0.773017
"1035_3",0.376475
"739_1",0.054991
"6267_7",0.804931
"1562_8",0.855356
"1438_1",0.062476
"281_8",0.932536
"1818_1",0.510941
"3943_3",0.254868
"8116_4",0.617216
"6984_1",0.088217
"5330_4",0.042250
"8821_8",0.921179
"10484_10",0.947676
"1886_4",0.081811
"7943_2",0.490463
"6438_7",0.883550
"8931_10",0.697883
"10538_10",0.582916
"534_10",0.938867
"7329_2",0.088709
"6614_2",0.686230
"710_10",0.824358
"3120_4",0.334983
"9046_1",0.052224
"5638_2",0.253862
"2455_4",0.237291
"2652_3",0.154051
"11006_4",0.383997
"5065_3",0.055575
"9805_10",0.821831
"7092_8",0.917165
"1735_10",0.687907
"3609_1",0.072379
"1201_10",0.917313
"11024_9",0.901564
"3807_10",0.786745
"4483_10",0.409522
"4510_7",0.856413
"8037_1",0.237644
"1760_1",0.129642
"133_8",0.764595
"9039_8",0.750012
"8462_4",0.658510
"2468_10",0.878743
"7684_3",0.085610
"10350_9",0.947117
"1199_10",0.972265
"8560_1",0.091115
"6405_3",0.041116
"1295_1",0.067735
"6420_1",0.106410
"12183_9",0.825673
"11619_1",0.041961
"1415_9",0.754527
"9414_1",0.040961
"7640_4",0.406487
"9211_9",0.679286
"557_9",0.723179
"4501_9",0.685687
"8711_10",0.407698
"2402_1",0.594506
"4586_10",0.686843
"176_3",0.284778
"3545_1",0.134978
"8932_1",0.008171
"5829_10",0.748664
"3409_10",0.924151
"3636_3",0.641891
"12048_7",0.835523
"10468_10",0.889352
"11546_10",0.715934
"9444_10",0.918440
"6275_1",0.108789
"152_4",0.587849
"4767_9",0.706638
"6751_1",0.037223
"10245_4",0.169108
"5407_8",0.816626
"1923_1",0.176133
"515_9",0.293859
"9988_1",0.225466
"5928_8",0.920051
"10163_4",0.481661
"7969_10",0.717974
"1494_4",0.193817
"11211_10",0.865905
"1957_1",0.034725
"8484_7",0.427241
"848_2",0.043853
"5177_1",0.285095
"10667_10",0.745896
"3075_1",0.150589
"9443_10",0.589340
"1572_8",0.788796
"11285_8",0.265282
"3125_1",0.308460
"9265_9",0.720737
"4072_1",0.276294
"6390_2",0.167656
"6496_4",0.624286
"8766_2",0.024093
"7787_10",0.713186
"5897_10",0.970115
"9027_1",0.149590
"1538_2",0.036779
"1220_3",0.058708
"8600_3",0.251195
"11432_2",0.199682
"1424_4",0.351362
"7344_10",0.834248
"10842_1",0.300417
"10332_10",0.737421
"4340_4",0.281973
"4868_4",0.281769
"11216_9",0.691431
"12027_10",0.601405
"6785_7",0.797185
"8773_8",0.888828
"8119_4",0.378675
"10138_10",0.753673
"7197_2",0.048753
"1536_3",0.245962
"9981_7",0.552799
"4753_1",0.264538
"2795_7",0.026990
"6672_4",0.131753
"10805_7",0.754553
"5866_1",0.146323
"570_1",0.023714
"11965_8",0.716148
"3288_1",0.295636
"8135_1",0.302524
"10094_9",0.778530
"5845_10",0.872280
"3570_8",0.433441
"1240_1",0.085433
"231_1",0.070190
"10628_9",0.676779
"3536_1",0.050872
"1852_10",0.824599
"8202_7",0.702885
"5907_7",0.679323
"1759_10",0.841968
"4492_10",0.789780
"4844_7",0.394390
"3189_10",0.814711
"3403_10",0.844760
"5874_2",0.033580
"7809_10",0.802672
"3632_9",0.863947
"11767_2",0.821081
"9925_3",0.484849
"4218_1",0.632957
"12036_7",0.640288
"8973_2",0.125575
"2464_10",0.947126
"4094_1",0.091548
"10592_1",0.133472
"10648_9",0.674037
"3887_10",0.795966
"9092_8",0.898307
"10666_10",0.849037
"8389_10",0.559290
"5281_10",0.886448
"6946_1",0.180427
"1132_1",0.126103
"10052_4",0.063053
"768_10",0.989209
"5432_3",0.238801
"7424_3",0.011367
"2366_2",0.449022
"2865_3",0.208841
"7806_2",0.247947
"8878_3",0.290169
"6298_7",0.948658
"4517_4",0.245324
"12018_10",0.837658
"3662_1",0.077462
"11393_10",0.858012
"2071_10",0.747595
"8217_8",0.902993
"6568_2",0.269515
"3840_10",0.871655
"1666_3",0.610664
"2360_7",0.769930
"5778_4",0.333271
"5341_4",0.369136
"4044_2",0.020738
"2503_3",0.255313
"4095_10",0.689607
"2092_2",0.035991
"2707_3",0.111914
"573_10",0.768764
"6441_7",0.736816
"7565_3",0.155917
"9499_7",0.626583
"657_10",0.962271
"8840_10",0.755279
"1407_4",0.514931
"12453_2",0.339384
"8273_9",0.774439
"8366_7",0.701905
"10643_9",0.549745
"9998_1",0.129745
"1385_1",0.076181
"1354_4",0.177312
"4674_7",0.412447
"3515_4",0.509937
"10426_8",0.627521
"10226_3",0.475437
"10391_4",0.155070
"9968_1",0.043613
"2893_3",0.069417
"2546_9",0.230289
"37_1",0.099926
"1757_10",0.712871
"1569_8",0.812632
"1466_3",0.295478
"7783_1",0.037063
"9506_10",0.684284
"10835_3",0.087947
"2917_9",0.835035
"2495_7",0.910829
"1686_10",0.811513
"2414_7",0.244308
"5318_8",0.856215
"8858_8",0.775789
"8112_1",0.053054
"6532_2",0.199842
"2526_10",0.752866
"11089_7",0.751657
"4297_8",0.806501
"3179_9",0.830165
"5832_10",0.895403
"10539_8",0.532234
"9226_10",0.668844
"9878_1",0.296975
"7940_10",0.949900
"7195_10",0.827554
"2979_1",0.352289
"3597_10",0.907637
"2931_8",0.742190
"8571_10",0.426495
"12148_1",0.002234
"4047_2",0.017342
"6164_10",0.909612
"2214_8",0.920689
"5903_1",0.338470
"7931_9",0.468440
"1205_3",0.266422
"5983_10",0.921402
"10424_7",0.476318
"11032_7",0.784791
"1303_10",0.921817
"10390_1",0.124460
"8349_2",0.350224
"3605_8",0.726590
"12273_1",0.046654
"60_1",0.154634
"3879_9",0.592654
"12431_4",0.267951
"4499_2",0.195012
"5786_10",0.523977
"5521_4",0.855848
"793_8",0.792101
"7948_3",0.333236
"9022_2",0.232729
"11071_1",0.273796
"4991_3",0.511045
"8226_1",0.048837
"8762_3",0.457906
"6918_4",0.565634
"844_10",0.630273
"11503_8",0.450236
"7406_8",0.876629
"7743_1",0.171282
"514_3",0.153355
"10927_9",0.786482
"3731_7",0.938728
"8870_4",0.600335
"11099_10",0.949184
"8456_10",0.751414
"10944_7",0.290022
"7168_3",0.145515
"3378_10",0.264763
"8203_3",0.646327
"5676_1",0.126900
"5061_9",0.865372
"6238_8",0.388912
"1136_8",0.618829
"6234_3",0.119787
"9510_3",0.788927
"9632_7",0.342481
"4357_1",0.198263
"1176_9",0.834922
"10821_8",0.977211
"4143_4",0.216384
"5074_8",0.627966
"11673_1",0.109298
"11072_2",0.023847
"1816_4",0.368598
"3974_7",0.564462
"796_4",0.078338
"8540_2",0.294676
"10959_8",0.807307
"4576_10",0.531328
"7030_1",0.333461
"3340_10",0.786991
"3223_3",0.077714
"3030_1",0.301804
"4194_1",0.062422
"11322_1",0.049744
"1785_1",0.030664
"7109_2",0.076424
"4120_1",0.127551
"3024_7",0.784728
"589_2",0.177781
"2480_10",0.720534
"4878_1",0.243089
"571_1",0.366640
"12156_8",0.846764
"7547_9",0.861311
"6577_10",0.946424
"7101_3",0.349424
"1731_3",0.473138
"10424_1",0.160964
"9056_10",0.859860
"11959_3",0.054255
"6952_4",0.096367
"8709_10",0.792683
"4716_10",0.893747
"2393_10",0.921957
"4007_7",0.731148
"1196_2",0.419318
"8483_1",0.208505
"1840_3",0.524217
"6108_1",0.190272
"4621_8",0.780060
"11332_4",0.607545
"8800_10",0.905975
"886_7",0.944662
"6495_8",0.525031
"6193_10",0.350764
"10297_1",0.040143
"4233_1",0.472912
"3121_10",0.654483
"1681_10",0.541337
"5789_1",0.115966
"6446_10",0.920746
"479_9",0.772292
"6401_1",0.032269
"7602_1",0.060353
"10792_1",0.141417
"11436_9",0.847685
"6944_1",0.161192
"6275_9",0.085553
"7314_10",0.908667
"8887_9",0.550171
"1835_8",0.895557
"8403_7",0.781203
"2090_1",0.136430
"12310_1",0.512048
"9795_9",0.811248
"4260_1",0.093979
"3214_4",0.399212
"10974_8",0.581913
"3374_10",0.235004
"2251_2",0.294643
"2325_7",0.734971
"28_9",0.849274
